Search,Search Count,Last Search Date
"( | ext:pbix;pbit;pq;csv;ps1 ) ( path:""C:\Users\cppmo_000\SkyDrive\Documents\2022\client_BDG"" )  me: ",1,133038425182434828
"ext:pbix;pbit;pq dm:last46days path:  me:",2,133037773557072452
"ext:pbix;pbit;pq me: dm:last6days",1,133036957195763289
"ext:pbix;pbit;pq dm:last3months me: ( lib | template )",2,133036956970416001
"ext:pbix;pbit;pq dm:last8months ",1,133036910403005610
"ext:pbix;pbit;pq dm:last8months me:",2,133036908455740779
"ext:csv;xlsx  ( ext:csv;xlsx;ps1;md;json;pbix;pq;cs;csx;ps1;jsonl;json;log;csv;md  (path:ww:""C:\Users\cppmo_000\SkyDrive\Documents\2022\client_BDG"" )     ( no_venv: noAppData: !path:""bdg\github"" )   ) !path:~$",9,133036731399108271
"dm:thismonth ext:csv;xlsx  ( ext:csv;xlsx;ps1;md;json;pbix;pq;cs;csx;ps1;jsonl;json;log;csv;md  (path:ww:""C:\Users\cppmo_000\SkyDrive\Documents\2022\client_BDG"" )     ( no_venv: noAppData: !path:""bdg\github"" )   ) !path:~$",2,133035986136837320
"ext:pbix dm:thisweek",1,133035937484653659
"ext:ps1xml;ps1;md path:format path:export",1,133035792841617476
"ext:pbix;ps1;md;json;md dm:last3weeks me:",3,133035792401381377
"ext:pbix;dax path:",1,133035126563123174
"ext:pbix;dax path:dec",1,133035126374677825
"ext:svg",3,133035126007508035
"ext:csv ext:csv;json;ps1;log;xlsx;xls;pbix;pbix; dm:last4days ( path:ww:""C:\Users\cppmo_000\SkyDrive\Documents\2022\client_BDG"" )  ( no_venv: noAppData: !path:""bdg\github"" )   ",3,133034397489861852
"ext:csv;json;ps1;log;xlsx;xls;pbix;pbix; dm:last4days ( path:ww:""C:\Users\cppmo_000\SkyDrive\Documents\2022\client_BDG"" )  ( no_venv: noAppData: !path:""bdg\github"" )   ",5,133034151103174282
"ext:dll newtonsoft",1,133034123996646232
"ext:xlsx ext:csv;json;ps1;log;xlsx;xls;pbix;pbix; dm:last4days ( path:ww:""C:\Users\cppmo_000\SkyDrive\Documents\2022\client_BDG"" )  ( no_venv: noAppData: !path:""bdg\github"" )   ",1,133034111860270858
"ext:xlsx  ( ext:csv;xlsx;ps1;md;json;pbix;pq;cs;csx;ps1;jsonl;json;log;csv;md  (path:ww:""C:\Users\cppmo_000\SkyDrive\Documents\2022\client_BDG"" )     ( no_venv: noAppData: !path:""bdg\github"" )   ) !path:~$",1,133032483891527978
"ext:xlsx  ( ext:csv;xlsx;ps1;md;json;pbix;pq;cs;csx;ps1;jsonl;json;log;csv;md  (path:ww:""C:\Users\cppmo_000\SkyDrive\Documents\2022\client_BDG"" )     ( no_venv: noAppData: !path:""bdg\github"" )   )",2,133032483524560091
"( ext:csv;xlsx;ps1;md;json;pbix;pq;cs;csx;ps1;jsonl;json;log;csv;md  (path:ww:""C:\Users\cppmo_000\SkyDrive\Documents\2022\client_BDG"" )     ( no_venv: noAppData: !path:""bdg\github"" )   )",7,133032409995815154
"ext:csv;json;ps1;log;xlsx;xls;pbix;pbix; dm:last4days ( path:ww:""C:\Users\cppmo_000\SkyDrive\Documents\2022\client_BDG"" )",3,133032409817795361
"ext:xlsx;pbix ext:csv;json;ps1;log;xlsx;xls;pbix;pbix; dm:last4days ( path:ww:""C:\Users\cppmo_000\SkyDrive\Documents\2022\client_BDG"" )",2,133032383346980142
