Search,Search Count,Last Search Date
"ext:csv;js;xlsx;ps1;md;json;pbix;pq ( no_venv: noAppData: !path:""bdg\github"" )  dm:last10days !ext:js;log;json ext:xlsx;ps1;pq;pbix ext:pbix",1,132964970256434670
"ext:pbit;pbix;ps1 dm:last70hours ",2,132964479908732285
"ext:pbit;pbix;ps1 dm:last70hours path:mini",1,132964479789606206
"ext:pbit;pbix;ps1 dm:last70hours color",1,132964479277712439
"ext:pbit;pbix;ps1 dm:last2hours",1,132964338315877268
"ext:pbit;pbix path:temp ext:pbit",1,132964210875301732
"ext:pbit;pbix path:temp",1,132964209208285760
"ext:pbit ",1,132964208822906584
"ext:log path:power path:bi ( path:trace | ) dm:last2days",6,132964208752811004
"ext:csv;js;xlsx;ps1;md;json;pbix;pq ( no_venv: noAppData: !path:""bdg\github"" )  dm:last10days !ext:js;log;json ext:xlsx",1,132963384749136049
"ext:csv;js;xlsx;ps1;md;json;pbix;pq ( no_venv: noAppData: !path:""bdg\github"" )  dm:last3days !ext:js;log;json",8,132963284700242416
"ext:pbix path:dad",1,132963266351850079
"ext:pbix dm:last3days",4,132963265675628363
"ext:csv;js;xlsx;ps1;md;json;pbix;pq  ext:ps1 winget",1,132962802511777911
"ext:pbix;pq;ps1 me:",1,132962666238281646
"ext:pbix;pq web request",1,132962646764017844
"ext:pbix;pq;ps1 dm:last3weeks",1,132962609400721443
"ext:pbix;pq;png dm:last3weeks",1,132962608802680578
"ext:pbix;pq dm:last3weeks",1,132962481488211331
"ext:pbix dm:last3weeks",1,132962478552933904
"ext:csv;js;xlsx;ps1;md;json ( no_venv: noAppData: !path:""bdg\github"" )  dm:last3days !ext:js;log;json",1,132961810250018928
"ext:csv;js;xlsx;ps1;md;json path:bdg ( no_venv: noAppData: !path:""bdg\github"" )  dm:today",4,132961809751415993
"ext:pbix;csv dm:last10days",2,132961683091314662
"ext:pbix;csv dm:last10days path:bdg",1,132961682698089408
"bdg:",1,132961640200300567
"ext:csv;js;xlsx;ps1;md;json path:bdg ( no_venv: noAppData: !path:""bdg\github"" ) ",1,132961609707498448
"ext:csv;js;xlsx;ps1;md;json ( dm:last3weeks| ) path:bdg ( no_venv: noAppData: ) path:""bdg\github""",1,132961609387656010
"ext:csv;js;xlsx;ps1;md;json ( dm:last3weeks| ) path:bdg ( no_venv: noAppData: ) ",1,132961609058568143
"ext:csv;js;xlsx;ps1;md;json ( dm:last3weeks ) path:bdg ( no_venv: noAppData: )",4,132961608830164047
"ext:ps1 me: dm:last3months alias",1,132961508859759166
"ext:ps1 me: (path:variable | Path:alias) ",1,132961507185078145
"ext:ps1 me: (path:variable) ",1,132961506993080435
"C:\Users\cppmo_000\SkyDrive\Documents elephant me:",1,132961485331708612
"""C:\Users\cppmo_000\SkyDrive\Documents\2021\dotfiles_ancient\2019\db_personal\config\windows terminal\backgrounds\"" ",1,132961482888206407
"ext:mp4;gif ( path:elep | path:background | path:wall  ) me:",1,132961482672484218
"ext:xlsx;ps1;md;json ( dm:last3weeks ) path:bdg ( no_venv: noAppData: )",1,132961450319932465
"( ""Microsoft.Mashup.Client.Packaging"" | ""Microsoft.Mashup.Client.Packaging.MashupPackage"" | ""Microsoft.Mashup"" )",2,132961368429538705
"""G:\2021-github-downloads\PowerShell\Indented-Automation🧑\Mastering-Windows-PowerShell-Scripting-Fourth-Edition\"" ",3,132961366374820521
"astering-Windows-PowerShell-",1,132961056640821909
"ext:ps1 me: ( path | comple ) path:web                                                                                                 ( | plustheAST | query)  ",2,132961056609620614
"ext:ps1;md;json ( dm:last2weeks ) path:bdg ( no_venv: noAppData: ) ",1,132960875692367513
"ext:ps1;md dm:last2weeks  noApps: no_venv: noAppData: !rootGames: ( ! 2020: )",1,132960871346148365
"ext:ps1;md dm:last2weeks  noApps: no_venv: noAppData: !rootGames:",1,132960871088423640
"path:git path:repo dm:last12months",1,132960870690196194
"ext:pbix;pq;ps1;md;json dm:last2weeks  noApps: no_venv: noAppData: !rootGames:",2,132960867009358665
"path:git path:repo dm:last12months !path:bdg  !rootGitRepos:",1,132960866156078703
"path:git path:repo",1,132960864494885588
"ext:pbix;pq;ps1;md;json dm:last2weeks  noApps: no_venv: !path:%localappdata% ",1,132960858711118604
"ext:pbix;pq;ps1;md;json dm:last3days 2022: no_Apps:",1,132960855913821676
"ext:pbix;pq;ps1;md;json dm:last3days Me:",1,132960855389296166
"2022: ",1,132960237913167098
"2022:",1,132960237830270812
"ext:pbix dm:last1weeks  me:",3,132960235984965638
"ext:pq;md;pbix;pbit;xlsx;png ( path:bug | path:report | path:date) no_venv:  path:ww:c:\  hideApps:                 path:bug path:date",3,132960233124705797
"""Microsoft.Mashup.Client.Packaging.dll""",1,132960187146796342
"( ""Microsoft.Mashup.Client.Packaging",1,132960180103919538
"Microsoft.Mashup.Client.Packaging",1,132960175102475137
"path:power path:bi (path:assem) path:model",2,132960174920160964
"path:power path:bi (path:assem)",1,132960151041715066
"ext:pq;md;pbix;pbit;xlsx;png ( path:bug | path:report | path:date) no_venv:  path:ww:c:\  hideApps:                 path:bug",1,132960107545501798
"ext:pq;md;pbix;pbit;xlsx;png ( path:bug | path:report | path:date) no_venv:  path:ww:c:\  hideApps:                ",1,132960107230793107
"ext:pq;md;pbix;pbit;xlsx;png ( path:bug | path:report | path:date) no_venv:  path:ww:c:\  hideApps:",1,132960104314578380
"ext:pq;md;pbix;pbit;xlsx;png ( path:bug | path:report | path:date) no_venv:",1,132960103214220584
"ext:pbix dm:today",10,132959338308494333
"ext:pbix;ps1 dm:last3days me:",1,132959180510937816
"ext:ps1 me: ( path:culture | path:convert )",1,132959175650922728
"ext:json dm:last10days path:code",1,132958960395814815
"ext:json dm:last5days me: ",1,132958958566149967
"ext:ps1 dm:last2days",2,132958952640314733
"ext:ps1 dm:last3months me: ( path:gc | path:content )",4,132958942386211435
"ext:png;svg dm:today me:",2,132958941626463490
"ext:pbix;pbit;log me: da:last6hours",2,132958941598901594
"ext:pbix;pbit me: da:last6hours",1,132958389305473608
"ext:pbix;log me: da:last6hours",1,132958388534642153
"ext:pbix me: dm:last3hours",1,132958331294142154
"ext:pbix dm:last20minutes",2,132958294992959573
"ext:pbix dm:last3months",2,132958266988842482
"ext:png dm:last24days me:",1,132958263640263768
"ext:ps1 dm:last3months me: ( path:gc | path:content",1,132957530368073896
"ext:png me: dm:last2days",1,132957445843410465
"ext:png me: dm:last3months path:sci",1,132957419669647047
"""C:\Users\cppmo_000\SkyDrive\Documents\2021\Power BI\My_Forks\powerquery-parser-report\dataset.screenshot\"" ",1,132957412008952071
"ext:ps1 ast me:  (|andTheGITPRRequest)",2,132956804585957973
"ext:ps1 ast me: ",1,132956804377876942
"ext:pbix power query",2,132956803968007705
"ext:pbix ( path:parser )  !path:copy",1,132956775473960717
"ext:pbix ( path:parser )  path:copy",1,132956775377120591
"ext:ps1 ast me:",4,132956715843705147
"ext:pbix;pq;md ( query )",1,132956703300092446
"path:ww:""C:\Users\cppmo_000\SkyDrive\Documents\2022\client_BDG""  ext:csv;xlsx;pbix                (  !path:""\2022\client_BDG\github"" !""timecard""  )",2,132956702737845653
"ext:pbix dm:last1months ( query )",1,132956694377797111
"ext:ps1 me: ( path | comple ) path:web",2,132956615735670000
"ext:ps1 ",1,132956547992744734
"ext:pbix dm:last40hours             ",1,132956504453959944
"ext:pbix dm:last40hours",1,132956502464214301
"ext:csv;xlsx;pbix dm:today           ",2,132956464018122647
"path:ww:""C:\Users\cppmo_000\SkyDrive\Documents\2022\client_BDG""  ext:csv;xlsx;pbix   !path:""\2022\client_BDG\github""",1,132956462428404705
"path:ww:""C:\Users\cppmo_000\SkyDrive\Documents\2022\client_BDG""  ext:csv;xlsx;pbix",1,132956462029591198
"""C:\Users\cppmo_000\SkyDrive\Documents\2022\client_BDG""  ext:csv;xlsx;pbix",2,132956455157193418
"ext:csv;xlsx;pbix dm:today",1,132956399074625816
"""C:\Users\cppmo_000\SkyDrive\Documents\2022\client_BDG""  ext:csv;xlsx",6,132956398901949563
"path:art ext:png;svg path: path:%userprofile%\skydrive\documents  ",1,132955944004445917
"path:art ext:png;svg path: path:%userprofile%",1,132955943425813663
"path:art ext:png;svg",1,132955943230969771
"path:%userprofile% path:regret",1,132955938364425142
"ext:pbix;png",1,132955903670803120
"( path:ww:""%LocalAppData%\Packages\Microsoft.ScreenSketch_8wekyb3d8bbwe\TempState"" | path:ww:""%LocalAppData%\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TempState\ScreenClip"" )",2,132955879428039718
"(          path:""C:\Users\cppmo_000\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TempState\ScreenClip""               |          path:ww:""C:\Users\cppmo_000\AppData\Local\Packages\Microsoft.ScreenSketch_8wekyb3d8bbwe\TempState""",1,132955872670798043
"ext:ps1;csv;json;js;xml;log;md;xlsx;csv  path:bdg me: ""c:\""                  !path:ww:""client_BDG\github\""",1,132955553081064220
"ext:ps1;csv;json;js;xml;log;md;xlsx;csv  path:bdg me: ""c:\"" ",1,132955442698972693
" ext:xlsx;svg path:""c:\"" dm:last10days   ",2,132955440826724490
"me: ""c:\"" ext:ps1;csv;json;js;xml;log;md  path:bdg ",3,132955440539893939
"ext:xlsx;docx;pq;ps1;md;pq;docx;cs;pq;pbix myFork: path:c:\",1,132955440041845354
"ext:xlsx path:""c:\"" dm:last10days",1,132954756717279601
"""C:\Users\cppmo_000\SkyDrive\Documents\2022\client_BDG\"" ",2,132954756381283227
"venv python",1,132954690677696066
"ext:pbix;dax;pq;md dm:last3weeks me: (path:power | path:.com"" )",1,132954621861221382
"ext:pbix;dax;pq;md dm:last3weeks me:",1,132954621297727335
"""C:\Users\cppmo_000\SkyDrive\Documents\2021\Powershell\My_Github\Marking\"" ",2,132954606591390099
"ext:xlsx;docx;pq;ps1;md;pq;docx;cs;pq;pbix myFork:",6,132954095653297991
"ext:png path:power dm:last3months",1,132954095203821581
"ext:png path:error dm:last3months",1,132954094596680737
"ext:png join h",1,132954094431471594
"""C:\nin_temp"" ext:ps1",2,132953702941438744
"""C:\nin_temp\1234\"" ",1,132953701413291956
"ext:ps1 hash",1,132953026231760508
"ext:zip dm:last2minutes",1,132952957530180779
"ext:xlsx;docx;pq;ps1;md;pq;docx;cs ext:xlsx dm:last2hours",1,132952305307636259
"ext:py;md path:""c:"" rich",1,132952166463395656
"ext:py;md rich",1,132952165399640861
"ext:pbix;pbit;pq;md me:",1,132952165134679177
"ext:pbix;pbit;pq query",1,132951599805880322
"ext:pbix;pbit template",1,132951596645888958
"""C:\Users\cppmo_000\SkyDrive\Documents\2021\Powershell\"" !path:""my_github"" no_venv: ",2,132951596532361121
"""C:\Users\cppmo_000\SkyDrive\Documents\2021\Powershell\"" !path:""my_github""",3,132951517819452123
"""C:\Users\cppmo_000\SkyDrive\Documents\2021\Powershell\"" !path:""my_github"" xml",4,132951516799804676
"""C:\Users\cppmo_000\SkyDrive\Documents\2021\Powershell\My_Gist\Dynamically Autocomplete all valid properties in Powershell.ps1""",2,132951516732697949
"""C:\Users\cppmo_000\SkyDrive\Documents\2021\Powershell\My_Gist\Dynamically Autocomplete all valid properties in Powershell.ps1"" !path:ww:"".git""",1,132951516617451149
"""C:\Users\cppmo_000\SkyDrive\Documents\2021\Powershell\My_Gist\Dynamically Autocomplete all valid properties in Powershell.ps1"" !path:ww:""",1,132951516557114212
"""C:\Users\cppmo_000\SkyDrive\Documents\2021\Powershell\buffer\2021-04\"" ",1,132951514066942269
"""C:\Users\cppmo_000\SkyDrive\Documents\2021\Powershell\"" ",1,132951486420063187
"""C:\Users\cppmo_000\SkyDrive\Documents\2021\Ninmonkeys.com\"" ",1,132951486248541577
"ext:ps1;pq;md xml path:nin",1,132951484196396980
