Search,Search Count,Last Search Date
"( ( dm:last20days ext:ps1;md path:bdg path:aws  ) | (  dm:last30days path:bdg path:aws-sam ) )",1,133209619356280447
"dm:last20days ext:ps1;md path:bdg path:aws ",1,133209618759547759
"dm:last3months (  ext:json path:snippet content:""List )  ",1,133208687443570972
"dm:last3months ext:code-snippets   content:""[List<T>]""",1,133208686417238540
"ext:code-snippets  ( me: )  content:list",1,133208681295706423
"ext:code-snippets  ( me: )",1,133208680356334042
"ext:png dm:last2hours",5,133207990443375475
"path:spotify | path:xpui                           ( !path:datasource_staging_area )   file:",1,133206351846277981
"path:spotify | path:xpui                           ( !path:datasource_staging_area )",1,133206350107026399
"path:spotify | path:xpui",3,133206349203023284
